Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),FIRST_POINT,LAST_POINT,CC2CV_POINT,UNSAFE_POINT,WARNING_POINT,BMS_CONTORL_POINT,SMB_CONTORL_POINT,SIMLATION_POINT,PLUSE_POINT,SDL_POINT,IR_POINT,BURSTMODE_POINT,RESUME_POINT,SET_VALUABLE_POINT,SET_VALUE_POINT,DYNAMIC_CONTROL_ON,CURRENT_FILTER_OFF,POWER_MANAGE_FUNCTION_ON,CURRENT_COARSETUNE_OFF,CURRENT_FINETUNE_OFF,IR_VALUE_NULL,SIMU_CLAMPDIGITVOLT_ON,CURRENT_SOFTWARECLAMP_ON,POWER_SOFTWARECLAMP_ON
793,09/06/2023 12:36:22.224,4.8924,4.8923,1,1,0,0.1819739,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
794,09/06/2023 12:36:22.229,4.8977,4.8976,1,1,0,0.1819715,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
795,09/06/2023 12:36:22.234,4.9026,4.9025,1,1,0,0.1819663,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
796,09/06/2023 12:36:22.239,4.9075,4.9074,1,1,0,0.1819639,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
797,09/06/2023 12:36:22.243,4.9117,4.9116,1,1,0,0.181972,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
798,09/06/2023 12:36:22.248,4.917,4.9169,1,1,0,0.1819744,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
799,09/06/2023 12:36:22.253,4.9212,4.9211,1,1,0,0.1819768,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
800,09/06/2023 12:36:22.258,4.9265,4.9264,1,1,0,0.1819525,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
801,09/06/2023 12:36:22.263,4.9315,4.9314,1,1,0,0.1819582,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
802,09/06/2023 12:36:22.270,4.9381,4.938,1,1,0,0.1819577,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
803,09/06/2023 12:36:22.274,4.9426,4.9425,1,1,0,0.1819615,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
804,09/06/2023 12:36:22.279,4.9476,4.9475,1,1,0,0.1819649,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
805,09/06/2023 12:36:22.284,4.9521,4.952,1,1,0,0.181982,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
806,09/06/2023 12:36:22.289,4.9571,4.957,1,1,0,0.1819839,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
807,09/06/2023 12:36:22.293,4.9613,4.9612,1,1,0,0.1819811,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
808,09/06/2023 12:36:22.298,4.9666,4.9665,1,1,0,0.1819773,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
809,09/06/2023 12:36:22.302,4.9708,4.9707,1,1,0,0.1819773,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
810,09/06/2023 12:36:22.307,4.9756,4.9755,1,1,0,0.1819777,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
811,09/06/2023 12:36:22.312,4.9802,4.9801,1,1,0,0.1819892,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
812,09/06/2023 12:36:22.317,4.9858,4.9857,1,1,0,0.1819916,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
813,09/06/2023 12:36:22.323,4.9917,4.9916,1,1,0,0.1819901,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
814,09/06/2023 12:36:22.328,4.997,4.9969,1,1,0,0.1819878,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
815,09/06/2023 12:36:22.333,5.0012,5.0011,1,1,0,0.1819787,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
816,09/06/2023 12:36:22.338,5.0066,5.0065,1,1,0,0.1819787,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
817,09/06/2023 12:36:22.343,5.0114,5.0113,1,1,0,0.1819825,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
818,09/06/2023 12:36:22.348,5.0163,5.0162,1,1,0,0.1819892,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
819,09/06/2023 12:36:22.352,5.0205,5.0204,1,1,0,0.1819844,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
820,09/06/2023 12:36:22.357,5.0258,5.0257,1,1,0,0.1819768,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
821,09/06/2023 12:36:22.361,5.03,5.0299,1,1,0,0.1819663,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
822,09/06/2023 12:36:22.367,5.0355,5.0354,1,1,0,0.1819549,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
823,09/06/2023 12:36:22.373,5.0418,5.0417,1,1,0,0.1819549,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
824,09/06/2023 12:36:22.378,5.0468,5.0467,1,1,0,0.1819568,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
825,09/06/2023 12:36:22.383,5.0514,5.0513,1,1,0,0.1819725,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
826,09/06/2023 12:36:22.388,5.0562,5.0561,1,1,0,0.1819615,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
827,09/06/2023 12:36:22.392,5.0605,5.0604,1,1,0,0.1819587,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
828,09/06/2023 12:36:22.397,5.0653,5.0652,1,1,0,0.1819577,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
829,09/06/2023 12:36:22.401,5.0699,5.0698,1,1,0,0.181953,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
830,09/06/2023 12:36:22.407,5.0756,5.0755,1,1,0,0.181972,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
831,09/06/2023 12:36:22.412,5.0802,5.0801,1,1,0,0.1819692,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
832,09/06/2023 12:36:22.416,5.085,5.0849,1,1,0,0.1819725,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
833,09/06/2023 12:36:22.421,5.0893,5.0892,1,1,0,0.1819744,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
834,09/06/2023 12:36:22.427,5.0955,5.0954,1,1,0,0.1819844,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
835,09/06/2023 12:36:22.431,5.0996,5.0995,1,1,0,0.1819916,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
836,09/06/2023 12:36:22.437,5.1052,5.1051,1,1,0,0.1819777,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
837,09/06/2023 12:36:22.441,5.1098,5.1097,1,1,0,0.1819882,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
838,09/06/2023 12:36:22.446,5.1146,5.1145,1,1,0,0.1819882,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
839,09/06/2023 12:36:22.450,5.1188,5.1187,1,1,0,0.181993,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
840,09/06/2023 12:36:22.456,5.1244,5.1243,1,1,0,0.1819925,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
841,09/06/2023 12:36:22.460,5.129,5.1289,1,1,0,0.1819954,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
842,09/06/2023 12:36:22.465,5.1338,5.1337,1,1,0,0.1819901,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
843,09/06/2023 12:36:22.469,5.138,5.1379,1,1,0,0.1819878,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
844,09/06/2023 12:36:22.476,5.1443,5.1442,1,1,0,0.1819806,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
845,09/06/2023 12:36:22.480,5.1485,5.1484,1,1,0,0.1819859,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
846,09/06/2023 12:36:22.485,5.1538,5.1537,1,1,0,0.1819949,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
847,09/06/2023 12:36:22.489,5.158,5.1579,1,1,0,0.1820073,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
848,09/06/2023 12:36:22.495,5.1635,5.1634,1,1,0,0.1820107,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
849,09/06/2023 12:36:22.500,5.1682,5.1681,1,1,0,0.1820259,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
850,09/06/2023 12:36:22.504,5.173,5.1729,1,1,0,0.182014,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
851,09/06/2023 12:36:22.509,5.1779,5.1778,1,1,0,0.1820188,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
852,09/06/2023 12:36:22.514,5.1826,5.1825,1,1,0,0.1820316,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
853,09/06/2023 12:36:22.518,5.1868,5.1867,1,1,0,0.1820297,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
854,09/06/2023 12:36:22.524,5.1922,5.1921,1,1,0,0.1820402,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
855,09/06/2023 12:36:22.529,5.1978,5.1977,1,1,0,0.1820416,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
856,09/06/2023 12:36:22.534,5.2026,5.2025,1,1,0,0.1820302,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
857,09/06/2023 12:36:22.539,5.2074,5.2073,1,1,0,0.1820259,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
858,09/06/2023 12:36:22.544,5.2124,5.2123,1,1,0,0.1820207,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
859,09/06/2023 12:36:22.548,5.217,5.2169,1,1,0,0.1820111,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
860,09/06/2023 12:36:22.553,5.2218,5.2217,1,1,0,0.1820073,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
861,09/06/2023 12:36:22.557,5.226,5.2259,1,1,0,0.1820087,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
862,09/06/2023 12:36:22.563,5.2314,5.2313,1,1,0,0.181993,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
863,09/06/2023 12:36:22.567,5.2355,5.2354,1,1,0,0.1819925,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
864,09/06/2023 12:36:22.572,5.2404,5.2403,1,1,0,0.1819963,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
865,09/06/2023 12:36:22.579,5.2474,5.2473,1,1,0,0.1819954,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
866,09/06/2023 12:36:22.584,5.2521,5.252,1,1,0,0.1819897,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
867,09/06/2023 12:36:22.588,5.2564,5.2563,1,1,0,0.1819987,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
868,09/06/2023 12:36:22.593,5.2612,5.2611,1,1,0,0.1819983,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
869,09/06/2023 12:36:22.597,5.2658,5.2657,1,1,0,0.1819873,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
870,09/06/2023 12:36:22.603,5.2714,5.2713,1,1,0,0.1819978,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
871,09/06/2023 12:36:22.607,5.2756,5.2755,1,1,0,0.1819944,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
872,09/06/2023 12:36:22.613,5.2811,5.281,1,1,0,0.182004,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
873,09/06/2023 12:36:22.617,5.2852,5.2851,1,1,0,0.1820159,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
874,09/06/2023 12:36:22.622,5.2906,5.2905,1,1,0,0.1820292,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
875,09/06/2023 12:36:22.626,5.2947,5.2946,1,1,0,0.1820264,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
876,09/06/2023 12:36:22.632,5.301,5.3009,1,1,0,0.1820283,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
877,09/06/2023 12:36:22.637,5.3052,5.3051,1,1,0,0.1820259,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
878,09/06/2023 12:36:22.642,5.3105,5.3104,1,1,0,0.1820421,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
879,09/06/2023 12:36:22.646,5.3147,5.3146,1,1,0,0.1820512,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
880,09/06/2023 12:36:22.652,5.3203,5.3202,1,1,0,0.1820312,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
881,09/06/2023 12:36:22.656,5.3245,5.3244,1,1,0,0.182025,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
882,09/06/2023 12:36:22.661,5.3297,5.3296,1,1,0,0.1820188,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
883,09/06/2023 12:36:22.665,5.3339,5.3338,1,1,0,0.1820164,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
884,09/06/2023 12:36:22.671,5.3395,5.3394,1,1,0,0.1820068,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
885,09/06/2023 12:36:22.676,5.3442,5.3441,1,1,0,0.1820154,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
886,09/06/2023 12:36:22.682,5.3508,5.3507,1,1,0,0.1820092,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
887,09/06/2023 12:36:22.687,5.3554,5.3553,1,1,0,0.1820054,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
888,09/06/2023 12:36:22.692,5.3604,5.3603,1,1,0,0.182003,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
889,09/06/2023 12:36:22.696,5.3649,5.3648,1,1,0,0.1820006,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
890,09/06/2023 12:36:22.701,5.3698,5.3697,1,1,0,0.182014,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
891,09/06/2023 12:36:22.705,5.374,5.3739,1,1,0,0.1820226,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
892,09/06/2023 12:36:22.710,5.3788,5.3787,1,1,0,0.1820416,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
893,09/06/2023 12:36:22.715,5.3835,5.3834,1,1,0,0.1820297,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
894,09/06/2023 12:36:22.721,5.3891,5.389,1,1,0,0.1820321,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
895,09/06/2023 12:36:22.725,5.3937,5.3936,1,1,0,0.1820402,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
896,09/06/2023 12:36:22.730,5.3981,5.398,1,1,0,0.1820374,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
897,09/06/2023 12:36:22.736,5.4044,5.4043,1,1,0,0.1820188,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
898,09/06/2023 12:36:22.741,5.4098,5.4097,1,1,0,0.1820092,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
899,09/06/2023 12:36:22.745,5.4139,5.4138,1,1,0,0.1820016,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
900,09/06/2023 12:36:22.751,5.4195,5.4194,1,1,0,0.181993,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
901,09/06/2023 12:36:22.755,5.4237,5.4236,1,1,0,0.1819878,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
902,09/06/2023 12:36:22.760,5.4289,5.4288,1,1,0,0.1819935,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
903,09/06/2023 12:36:22.765,5.4331,5.433,1,1,0,0.1820006,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
904,09/06/2023 12:36:22.770,5.4385,5.4384,1,1,0,0.1819925,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
905,09/06/2023 12:36:22.775,5.4434,5.4433,1,1,0,0.1819897,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
906,09/06/2023 12:36:22.780,5.4481,5.448,1,1,0,0.1819777,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
907,09/06/2023 12:36:22.785,5.4537,5.4536,1,1,0,0.1819825,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
908,09/06/2023 12:36:22.790,5.4586,5.4585,1,1,0,0.1819954,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
909,09/06/2023 12:36:22.795,5.4633,5.4632,1,1,0,0.1820059,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
910,09/06/2023 12:36:22.800,5.4682,5.4681,1,1,0,0.1820135,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
911,09/06/2023 12:36:22.804,5.473,5.4729,1,1,0,0.1820159,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
912,09/06/2023 12:36:22.809,5.478,5.4779,1,1,0,0.1820211,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
913,09/06/2023 12:36:22.814,5.4826,5.4825,1,1,0,0.1820159,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
914,09/06/2023 12:36:22.819,5.4874,5.4873,1,1,0,0.1820135,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
915,09/06/2023 12:36:22.823,5.4917,5.4916,1,1,0,0.1820245,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
916,09/06/2023 12:36:22.829,5.4973,5.4972,1,1,0,0.1820331,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
917,09/06/2023 12:36:22.833,5.5018,5.5017,1,1,0,0.1820402,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
918,09/06/2023 12:36:22.840,5.5082,5.5081,1,1,0,0.182044,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
919,09/06/2023 12:36:22.844,5.513,5.5129,1,1,0,0.1820531,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
920,09/06/2023 12:36:22.849,5.518,5.5179,1,1,0,0.1820545,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
921,09/06/2023 12:36:22.854,5.5226,5.5225,1,1,0,0.182045,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
922,09/06/2023 12:36:22.859,5.5274,5.5273,1,1,0,0.1820617,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
923,09/06/2023 12:36:22.863,5.5316,5.5315,1,1,0,0.1820521,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
924,09/06/2023 12:36:22.869,5.5372,5.5371,1,1,0,0.1820574,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
